temporada,programa,cancion,artista,j1,j2,j3,j4,publico,bonus,final,total,j5,titulo,autor,especiales,pais,region,ciudad,sexo,edad,categoria
1,1,"With or Without You, de Bono (U2)","Julio Iglesias, Jr.",5,5,5,5,0,Sylvia,,30,0,With or Without You,Bono (U2),,España,Madrid,Madrid,M,38,Cantante
1,2,"Private Dancer, de Tina Turner","Julio Iglesias, Jr.",9,12,12,10,0,Santiago,0.0,60,12,Private Dancer,Tina Turner,,España,Madrid,Madrid,M,38,Cantante
1,3,It's My Life de Jon Bon Jovi (Bon Jovi),"Julio Iglesias, Jr.",5,5,6,6,0,Francisco,0.0,32,5,It's My Life,Jon Bon Jovi (Bon Jovi),,España,Madrid,Madrid,M,38,Cantante
1,4,"No Woman, No Cry de Bob Marley","Julio Iglesias, Jr.",9,12,8,6,0,Angy,0.0,47,7,"No Woman, No Cry",Bob Marley,,España,Madrid,Madrid,M,38,Cantante
1,5,(I Can't Get No) Satisfaction de Mick Jagger (The Rolling Stones),"Julio Iglesias, Jr.",12,9,10,5,0,Carolina,0.0,46,10,(I Can't Get No) Satisfaction,Mick Jagger (The Rolling Stones),,España,Madrid,Madrid,M,38,Cantante
1,6,Hey y Me olvidé de vivir de Julio Iglesias,"Julio Iglesias, Jr.",8,9,7,10,0,Francisco,0.0,42,8,Hey y Me olvidé de vivir,Julio Iglesias,,España,Madrid,Madrid,M,38,Cantante
1,7,Smells Like Teen Spirit de Kurt Cobain (Nirvana),"Julio Iglesias, Jr.",9,6,9,12,0,Santiago,0.0,60,9,Smells Like Teen Spirit,Kurt Cobain (Nirvana),,España,Madrid,Madrid,M,38,Cantante
1,8,Rehab de Amy Winehouse,"Julio Iglesias, Jr.",10,12,10,5,0,Toñi,0.0,62,10,Rehab,Amy Winehouse,,España,Madrid,Madrid,M,38,Cantante
1,9,Gloria de Umberto Tozzi,"Julio Iglesias, Jr.",6,8,6,6,0,Santiago,0.0,26,0,Gloria,Umberto Tozzi,,España,Madrid,Madrid,M,38,Cantante
1,1,"En el amor todo es empezar, de Raffaella Carrá",Carolina Ferre,9,6,7,6,0,Toñi,,28,0,En el amor todo es empezar,Raffaella Carrá,,España,Valencia,Cocentaina,F,37,TV
1,2,"Like a Virgin, de Madonna",Carolina Ferre,5,4,5,5,0,Toñi,0.0,23,4,Like a Virgin,Madonna,,España,Valencia,Cocentaina,F,37,TV
1,3,Las flechas del amor de Karina,Carolina Ferre,8,7,10,8,0,Francisco,0.0,45,12,Las flechas del amor,Karina,,España,Valencia,Cocentaina,F,37,TV
1,4,Bomba de King África,Carolina Ferre,8,8,12,9,0,Angy,0.0,57,10,Bomba,King África,,España,Valencia,Cocentaina,F,37,TV
1,5,Ni una sola palabra de Paulina Rubio,Carolina Ferre,4,4,6,10,0,Sylvia,0.0,38,4,Ni una sola palabra,Paulina Rubio,,España,Valencia,Cocentaina,F,37,TV
1,6,Sarandonga de Lolita Flores,Carolina Ferre,7,7,9,7,0,Josema,0.0,49,9,Sarandonga,Lolita Flores,,España,Valencia,Cocentaina,F,37,TV
1,7,Cuando tú vas de Chenoa,Carolina Ferre,6,5,5,4,0,Julio,0.0,30,10,Cuando tú vas,Chenoa,,España,Valencia,Cocentaina,F,37,TV
1,8,El partido de fútbol de Rita Pavone,Carolina Ferre,7,10,12,6,0,Sylvia,0.0,48,8,El partido de fútbol,Rita Pavone,,España,Valencia,Cocentaina,F,37,TV
1,9,Torero de Chayanne,Carolina Ferre,4,6,7,12,0,Santiago,0.0,39,0,Torero,Chayanne,,España,Valencia,Cocentaina,F,37,TV
1,1,"Ven a bailar, de Jennifer Lopez",Sylvia Pantoja,6,4,6,4,0,Josema,,25,0,Ven a bailar,Jennifer Lopez,,España,Andalucía,Sevilla,F,42,Cantante
1,2,"Cabaret, de Liza Minnelli (Cabaret)",Sylvia Pantoja,12,10,10,12,0,Santiago,0.0,68,9,Cabaret,Liza Minnelli (Cabaret),,España,Andalucía,Sevilla,F,42,Cantante
1,3,Loca de Shakira,Sylvia Pantoja,7,8,4,5,0,Toñi,0.0,31,7,Loca,Shakira,,España,Andalucía,Sevilla,F,42,Cantante
1,4,Esta cobardía de Chiquetete,Sylvia Pantoja,10,10,9,8,0,Julio,0.0,49,12,Esta cobardía,Chiquetete,,España,Andalucía,Sevilla,F,42,Cantante
1,5,I Wanna Be Loved By You de Marilyn Monroe (Con faldas y a lo loco),Sylvia Pantoja,8,7,7,6,0,Toñi,0.0,47,9,I Wanna Be Loved By You,Marilyn Monroe (Con faldas y a lo loco),,España,Andalucía,Sevilla,F,42,Cantante
1,6,Mi jaca de Estrellita Castro,Sylvia Pantoja,12,10,10,8,0,Toñi,0.0,60,10,Mi jaca,Estrellita Castro,,España,Andalucía,Sevilla,F,42,Cantante
1,7,Al son del tambor de Rosario Flores,Sylvia Pantoja,5,4,4,6,0,Santiago,0.0,28,4,Al son del tambor,Rosario Flores,,España,Andalucía,Sevilla,F,42,Cantante
1,8,Soy yo de Marta Sánchez,Sylvia Pantoja,5,5,5,9,0,Carolina,0.0,38,9,Soy yo,Marta Sánchez,,España,Andalucía,Sevilla,F,42,Cantante
1,9,Last Dance de Donna Summer,Sylvia Pantoja,7,5,5,7,0,Josema,0.0,29,0,Last Dance,Donna Summer,,España,Andalucía,Sevilla,F,42,Cantante
1,1,"19 días y 500 noches, de Joaquín Sabina",Santiago Segura,4,7,4,9,0,Julio,,24,0,19 días y 500 noches,Joaquín Sabina,,España,Madrid,Madrid,M,46,Cine
1,2,"I Just Called to Say I Love You, de Stevie Wonder",Santiago Segura,7,8,7,9,0,Sylvia,0.0,51,10,I Just Called to Say I Love You,Stevie Wonder,,España,Madrid,Madrid,M,46,Cine
1,3,Escándalo de Raphael,Santiago Segura,12,12,12,12,0,Francisco,0.0,56,8,Escándalo,Raphael,,España,Madrid,Madrid,M,46,Cine
1,4,I've Got You Under My Skin de Frank Sinatra,Santiago Segura,4,4,4,4,0,Josema,0.0,31,5,I've Got You Under My Skin,Frank Sinatra,,España,Madrid,Madrid,M,46,Cine
1,5,"Mamá, quiero ser artista y La chica ye-ye de Concha Velasco",Santiago Segura,5,5,4,4,0,Angy,0.0,24,6,"Mamá, quiero ser artista y La chica ye-ye",Concha Velasco,,España,Madrid,Madrid,M,46,Cine
1,6,"Me va, me va y Bamboleo de Julio Iglesias",Santiago Segura,9,8,6,12,0,Carolina,0.0,42,7,"Me va, me va y Bamboleo",Julio Iglesias,,España,Madrid,Madrid,M,46,Cine
1,7,El gato que está triste y azul y Un millón de amigos de Roberto Carlos,Santiago Segura,8,12,10,8,0,Toñi,0.0,61,8,El gato que está triste y azul y Un millón de amigos,Roberto Carlos,,España,Madrid,Madrid,M,46,Cine
1,8,Karma Chameleon de Boy George (Culture Club),Santiago Segura,12,9,9,10,0,Julio,0.0,57,12,Karma Chameleon,Boy George (Culture Club),,España,Madrid,Madrid,M,46,Cine
1,9,Si bastasen un par de canciones y Fantástico amor de Eros Ramazzotti,Santiago Segura,12,10,10,8,0,Angy,0.0,55,0,Si bastasen un par de canciones y Fantástico amor,Eros Ramazzotti,,España,Madrid,Madrid,M,46,Cine
2,1,Viaje con nosotros y Caperucita feroz de Javier Gurruchaga (Orquesta Mondragón),Santiago Segura,9,9,8,4,0,María,0.0,48,8,Viaje con nosotros y Caperucita feroz,Javier Gurruchaga (Orquesta Mondragón),,España,Madrid,Madrid,M,46,Cine
2,2,"Quizás, quizás, quizás, Ansiedad, Cachito, Yo vendo unos ojos negros y Capullito de alhelí, de Nat King Cole",Santiago Segura,4,7,10,9,0,Anna,0.0,42,12,"Quizás, quizás, quizás, Ansiedad, Cachito, Yo vendo unos ojos negros y Capullito de alhelí",Nat King Cole,,España,Madrid,Madrid,M,46,Cine
2,3,"Solo pienso en ti y Nada sabe tan dulce como su boca, de Víctor Manuel",Santiago Segura,6,6,5,4,0,Daniel,0.0,34,8,Solo pienso en ti y Nada sabe tan dulce como su boca,Víctor Manuel,,España,Madrid,Madrid,M,46,Cine
2,4,"Love me tender y Viva Las Vegas, de Elvis Presley",Santiago Segura,6,6,8,9,0,Roko,0.0,35,6,Love me tender y Viva Las Vegas,Elvis Presley,,España,Madrid,Madrid,M,46,Cine
2,5,"El toro guapo y Apatrullando la ciudad, de El Fary",Santiago Segura,7,7,7,10,0,Javier,0.0,38,7,El toro guapo y Apatrullando la ciudad,El Fary,,España,Madrid,Madrid,M,46,Cine
2,6,"Visa para un sueño, La bilirrubina y Ojalá que llueva café, de Juan Luis Guerra",Santiago Segura,5,4,5,9,0,Arturo,0.0,33,0,"Visa para un sueño, La bilirrubina y Ojalá que llueva café",Juan Luis Guerra,,España,Madrid,Madrid,M,46,Cine
2,7,"Sólo se vive una vez, de Encarna Salazar con Julio Iglesias Jr. como Toñi Salazar (Azúcar Moreno)",Santiago Segura,4,4,5,7,0,"Julio:Ángeles
Santiago:Ángeles",0.0,20,0,Sólo se vive una vez,Encarna Salazar con Julio Iglesias Jr. como Toñi Salazar (Azúcar Moreno),,España,Madrid,Madrid,M,46,Cine
2,8,"Gangnam Style, de PSY",Santiago Segura,12,12,12,12,0,Ángeles,0.0,80,12,Gangnam Style,PSY,,España,Madrid,Madrid,M,46,Cine
2,9,"Baila el chiki chiki, de Rodolfo Chiquilicuatre",Santiago Segura,5,6,6,5,0,Marìa,0.0,27,9,Baila el chiki chiki,Rodolfo Chiquilicuatre,,España,Madrid,Madrid,M,46,Cine
2,10,"Maria Caipirinha, de Carlinhos Brown",Santiago Segura,8,7,8,4,0,Anna,0.0,32,5,Maria Caipirinha,Carlinhos Brown,,España,Madrid,Madrid,M,46,Cine
2,11,"Fiesta, de Raffaella Carrá",Santiago Segura,9,10,10,12,0,Roko,0.0,51,0,Fiesta,Raffaella Carrá,,España,Madrid,Madrid,M,46,Cine
2,12,"Hola don Pepito, Susanita, Mi familia, Chinito de amor y El auto nuevo, de Fofito (Los Payasos de la Tele)",Santiago Segura,7,9,10,8,0,Daniel,0.0,46,7,"Hola don Pepito, Susanita, Mi familia, Chinito de amor y El auto nuevo",Fofito (Los Payasos de la Tele),,España,Madrid,Madrid,M,46,Cine
2,13,"Purple rain, de Prince",Santiago Segura,9,10,9,8,0,Daniel,0.0,46,10,Purple rain,Prince,,España,Madrid,Madrid,M,46,Cine
2,14,"Ma Baker, Rasputin y Daddy Cool, de Bobby Farrell (Boney M)",Santiago Segura,9,12,9,9,0,Anna,0.0,49,0,"Ma Baker, Rasputin y Daddy Cool",Bobby Farrell (Boney M),,España,Madrid,Madrid,M,46,Cine
2,1,"These Boots Are Made for Walkin', de Nancy Sinatra",Roko,12,12,12,9,0,Daniel,0.0,57,12,These Boots Are Made for Walkin',Nancy Sinatra,,España,Andalucía,Jaén,F,23,Cantante
2,2,"Juntos, de Paloma San Basilio",Roko,12,9,9,8,0,Arturo,0.0,45,7,Juntos,Paloma San Basilio,,España,Andalucía,Jaén,F,23,Cantante
2,3,"Baby, de Justin Bieber",Roko,9,12,8,9,0,Marìa,0.0,50,7,Baby,Justin Bieber,,España,Andalucía,Jaén,F,23,Cantante
2,4,"Sevillanas de los bloques (Estoy atacá), de Martirio",Roko,9,9,4,7,0,Anna,0.0,41,7,Sevillanas de los bloques (Estoy atacá),Martirio,,España,Andalucía,Jaén,F,23,Cantante
2,5,"Someone like you, de Adele",Roko,9,12,12,12,0,Javier,0.0,54,9,Someone like you,Adele,,España,Andalucía,Jaén,F,23,Cantante
2,6,"La bien pagá, de Miguel de Molina",Roko,12,10,9,12,0,Ángeles,0.0,48,0,La bien pagá,Miguel de Molina,,España,Andalucía,Jaén,F,23,Cantante
2,7,"Price Tag, de Jessie J",Roko,12,12,10,12,0,Ángeles,0.0,46,0,Price Tag,Jessie J,,España,Andalucía,Jaén,F,23,Cantante
2,8,"Este amor no se toca, de Yuri",Roko,9,9,9,8,0,Anna,0.0,44,4,Este amor no se toca,Yuri,,España,Andalucía,Jaén,F,23,Cantante
2,9,"Euphoria, de Loreen",Roko,12,12,10,12,0,Marìa,0.0,73,12,Euphoria,Loreen,,España,Andalucía,Jaén,F,23,Cantante
2,10,"My baby just cares for me, de Nina Simone",Roko,10,9,10,10,0,María,0.0,56,12,My baby just cares for me,Nina Simone,,España,Andalucía,Jaén,F,23,Cantante
2,11,"Suerte, de Shakira",Roko,12,9,9,9,0,Arturo,0.0,44,0,Suerte,Shakira,,España,Andalucía,Jaén,F,23,Cantante
2,12,"Starships, de Nicki Minaj",Roko,8,5,4,5,0,Ángeles,0.0,28,6,Starships,Nicki Minaj,,España,Andalucía,Jaén,F,23,Cantante
2,13,"Love is the only way, de Macaco",Roko,8,8,5,5,0,Arturo,0.0,36,5,Love is the only way,Macaco,,España,Andalucía,Jaén,F,23,Cantante
2,1,"Aire, de Pedro Marín",Arturo Valls,8,10,10,12,0,Daniel,0.0,50,10,Aire,Pedro Marín,,España,Valencia,Valencia,M,37,TV
2,2,"Faith, de George Michael",Arturo Valls,5,8,6,4,0,Javier,0.0,32,4,Faith,George Michael,,España,Valencia,Valencia,M,37,TV
2,3,"Sola (con un desconocido), de Marta Sánchez (Olé Olé)",Arturo Valls,4,5,7,7,0,Marìa,0.0,33,5,Sola (con un desconocido),Marta Sánchez (Olé Olé),,España,Valencia,Valencia,M,37,TV
2,4,"Como un vagabundo, de Bertín Osborne",Arturo Valls,8,10,9,10,0,Anna,0.0,56,9,Como un vagabundo,Bertín Osborne,,España,Valencia,Valencia,M,37,TV
2,5,"Super Superman, de Miguel Bosé",Arturo Valls,10,9,6,9,0,Javier,0.0,46,12,Super Superman,Miguel Bosé,,España,Valencia,Valencia,M,37,TV
2,6,"Never gonna give you up, de Rick Astley",Arturo Valls,10,12,12,7,0,María,0.0,61,0,Never gonna give you up,Rick Astley,,España,Valencia,Valencia,M,37,TV
2,7,"Experiencia religiosa, de Enrique Iglesias",Arturo Valls,8,8,8,8,0,Ángeles,0.0,37,0,Experiencia religiosa,Enrique Iglesias,,España,Valencia,Valencia,M,37,TV
2,8,"Umbrella, de Rihanna",Arturo Valls,7,6,5,4,0,Daniel,0.0,29,7,Umbrella,Rihanna,,España,Valencia,Valencia,M,37,TV
2,9,"Bailemos un vals, de José Vélez",Arturo Valls,8,9,9,10,0,Santiago,0.0,46,10,Bailemos un vals,José Vélez,,España,Valencia,Valencia,M,37,TV
2,10,"Así me gusta a mí y La tía Enriqueta, de Chimo Bayo",Arturo Valls,4,8,7,7,0,María,0.0,35,4,Así me gusta a mí y La tía Enriqueta,Chimo Bayo,,España,Valencia,Valencia,M,37,TV
2,11,"Loba, de Shakira",Arturo Valls,5,7,5,7,0,Javier,0.0,29,0,Loba,Shakira,,España,Valencia,Valencia,M,37,TV
2,12,"Starman, de David Bowie",Arturo Valls,9,10,8,10,0,Javier,0.0,45,8,Starman,David Bowie,,España,Valencia,Valencia,M,37,TV
2,13,"Qué será, de José Feliciano",Arturo Valls,12,12,8,12,0,María,0.0,68,9,Qué será,José Feliciano,,España,Valencia,Valencia,M,37,TV
2,14,"Party rock anthem y Sexy and I know it, de Redfoo (LMFAO)",Arturo Valls,8,10,10,10,0,Anna,0.0,38,0,Party rock anthem y Sexy and I know it,Redfoo (LMFAO),,España,Valencia,Valencia,M,37,TV
2,1,"Can't Get You Out of My Head , de Kylie Minogue",Anna Simon,10,8,7,10,0,Santiago,0.0,44,9,Can't Get You Out of My Head ,Kylie Minogue,,España,Cataluña,Barcelona,F,30,TV
2,2,"Fly away, de Lenny Kravitz",Anna Simon,6,4,5,5,0,Daniel,0.0,35,5,Fly away,Lenny Kravitz,,España,Cataluña,Barcelona,F,30,TV
2,3,"Que me coma el tigre, de Lola Flores",Anna Simon,7,7,12,6,0,Marìa,0.0,46,9,Que me coma el tigre,Lola Flores,,España,Cataluña,Barcelona,F,30,TV
2,4,"Dulce locura, de Amaia Montero (La Oreja de Van Gogh)",Anna Simon,12,12,12,12,0,Ángeles,0.0,78,10,Dulce locura,Amaia Montero (La Oreja de Van Gogh),,España,Cataluña,Barcelona,F,30,TV
2,5,"Bad romance, de Lady Gaga",Anna Simon,6,8,8,7,0,Javier,0.0,37,8,Bad romance,Lady Gaga,,España,Cataluña,Barcelona,F,30,TV
2,6,"Yo quiero bailar, de Sonia Madoc  con Patricia Pérez como Selena Leo (Sonia y Selena)",Anna Simon,8,8,10,5,0,"Anna:Arturo
Patricia: Santiago",0.0,31,0,Yo quiero bailar,Sonia Madoc  con Patricia Pérez como Selena Leo (Sonia y Selena),,España,Cataluña,Barcelona,F,30,TV
2,7,"Estando contigo y Tómbola, de Marisol",Anna Simon,9,10,12,9,0,Ángeles,0.0,40,0,Estando contigo y Tómbola,Marisol,,España,Cataluña,Barcelona,F,30,TV
2,8,"California Gurls, de Katy Perry",Anna Simon,8,8,8,6,0,Santiago,0.0,41,6,California Gurls,Katy Perry,,España,Cataluña,Barcelona,F,30,TV
2,9,"Marionetas en la cuerda, de Sandie Shaw",Anna Simon,9,7,8,8,0,Roko,0.0,38,6,Marionetas en la cuerda,Sandie Shaw,,España,Cataluña,Barcelona,F,30,TV
2,10,"Dance Again, de Jennifer Lopez",Anna Simon,6,5,4,5,0,María,0.0,32,7,Dance Again,Jennifer Lopez,,España,Cataluña,Barcelona,F,30,TV
2,11,"Ni tu ni nadie, de Alaska",Anna Simon,10,12,12,10,0,María,0.0,44,0,Ni tu ni nadie,Alaska,,España,Cataluña,Barcelona,F,30,TV
2,12,"Call me maybe, de Carly Rae Jepsen",Anna Simon,6,7,7,6,0,Daniel,0.0,30,4,Call me maybe,Carly Rae Jepsen,,España,Cataluña,Barcelona,F,30,TV
2,13,"La madre de José, de Dani Martín (El Canto del Loco)",Anna Simon,5,4,7,7,0,Roko,0.0,27,4,La madre,"José, de Dani Martín (El Canto del Loco)",,España,Cataluña,Barcelona,F,30,TV
2,14,"One way or another, de Deborah Harry (Blondie)",Anna Simon,12,9,12,12,0,Javier,0.0,55,0,One way or another,Deborah Harry (Blondie),,España,Cataluña,Barcelona,F,30,TV
2,1,"I will always love you, de Whitney Houston",Daniel Diges,5,5,9,8,0,Santiago,0.0,41,4,I will always love you,Whitney Houston,,España,Madrid,Madrid,M,31,Cantante
2,2,"Soy minero, de Antonio Molina",Daniel Diges,10,10,12,12,0,Javier,0.0,63,9,Soy minero,Antonio Molina,,España,Madrid,Madrid,M,31,Cantante
2,3,"Noelia, de Nino Bravo",Daniel Diges,10,9,9,10,0,Anna,0.0,55,12,Noelia,Nino Bravo,,España,Madrid,Madrid,M,31,Cantante
2,4,"Eloise, de Tino Casal",Daniel Diges,10,7,5,5,0,Arturo,0.0,35,8,Eloise,Tino Casal,,España,Madrid,Madrid,M,31,Cantante
2,5,"No soy un superman, de David Bustamante",Daniel Diges,8,6,9,5,0,Javier,0.0,34,6,No soy un superman,David Bustamante,,España,Madrid,Madrid,M,31,Cantante
2,6,"The Final Countdown, de Joey Tempest (Europe)",Daniel Diges,9,6,6,10,0,Roko,0.0,31,0,The Final Countdown,Joey Tempest (Europe),,España,Madrid,Madrid,M,31,Cantante
2,7,"Será que no me amas, de Luis Miguel",Daniel Diges,6,7,4,6,0,Ángeles,0.0,23,0,Será que no me amas,Luis Miguel,,España,Madrid,Madrid,M,31,Cantante
2,8,"Hijo de la luna, de Montserrat Caballé",Daniel Diges,10,10,10,9,0,Santiago,0.0,54,10,Hijo de la luna,Montserrat Caballé,,España,Madrid,Madrid,M,31,Cantante
2,9,"Europe's living a celebration, de Rosa López",Daniel Diges,7,8,7,6,0,Marìa,0.0,21,7,Europe's living a celebration,Rosa López,,España,Madrid,Madrid,M,31,Cantante
2,10,"Pretty woman, de Roy Orbison",Daniel Diges,9,10,6,8,0,Arturo,0.0,48,10,Pretty woman,Roy Orbison,,España,Madrid,Madrid,M,31,Cantante
2,11,"Y, ¿si fuera ella?, de Alejandro Sanz",Daniel Diges,7,8,4,6,0,Javier,0.0,30,0,"Y, ¿si fuera ella?",Alejandro Sanz,,España,Madrid,Madrid,M,31,Cantante
2,12,"Violetas imperiales, de Luis Mariano",Daniel Diges,10,8,9,9,0,Santiago,0.0,56,10,Violetas imperiales,Luis Mariano,,España,Madrid,Madrid,M,31,Cantante
2,13,"Valió la pena, de Marc Anthony",Daniel Diges,10,9,10,9,0,Ángeles,0.0,50,7,Valió la pena,Marc Anthony,,España,Madrid,Madrid,M,31,Cantante
2,14,"Tú me camelas, de Niña Pastori",Daniel Diges,6,6,6,6,0,Santiago,0.0,34,0,Tú me camelas,Niña Pastori,,España,Madrid,Madrid,M,31,Cantante
2,1,"Se fue, de Laura Pausini",Ángeles Muñoz,4,7,6,7,0,María,0.0,35,6,Se fue,Laura Pausini,,España,Madrid,Madrid,F,37,Cantante
2,2,"Por la boca vive el pez, de Fito Cabrales (Fito y Fitipaldis)",Ángeles Muñoz,8,5,8,6,0,Daniel,0.0,33,6,Por la boca vive el pez,Fito Cabrales (Fito y Fitipaldis),,España,Madrid,Madrid,F,37,Cantante
2,3,"Ilarié, de Xuxa",Ángeles Muñoz,8,8,6,8,0,Roko,0.0,36,6,Ilarié,Xuxa,,España,Madrid,Madrid,F,37,Cantante
2,4,"Fue tan poco tu cariño, de Rocío Dúrcal",Ángeles Muñoz,5,5,6,6,0,Anna,0.0,31,4,Fue tan poco tu cariño,Rocío Dúrcal,,España,Madrid,Madrid,F,37,Cantante
2,5,"No dudaría, de Antonio Flores",Ángeles Muñoz,4,5,4,6,0,Javier,0.0,28,4,No dudaría,Antonio Flores,,España,Madrid,Madrid,F,37,Cantante
2,6,"Mujer latina, de Thalía",Ángeles Muñoz,6,7,8,8,0,Arturo,0.0,34,0,Mujer latina,Thalía,,España,Madrid,Madrid,F,37,Cantante
2,7,"Mi gente, de Lucrecia",Ángeles Muñoz,5,5,7,5,0,Arturo,0.0,62,0,Mi gente,Lucrecia,,España,Madrid,Madrid,F,37,Cantante
2,8,"Entre mis recuerdos, de Luz Casal",Ángeles Muñoz,5,7,7,10,0,Santiago,0.0,42,8,Entre mis recuerdos,Luz Casal,,España,Madrid,Madrid,F,37,Cantante
2,9,"Diva, de Dana International",Ángeles Muñoz,6,5,5,7,0,Javier,0.0,20,4,Diva,Dana International,,España,Madrid,Madrid,F,37,Cantante
2,10,"El baile del gorila, de Melody",Ángeles Muñoz,7,6,9,9,0,Roko,0.0,44,8,El baile del gorila,Melody,,España,Madrid,Madrid,F,37,Cantante
2,11,"Hay que venir al sur, de Raffaella Carrá",Ángeles Muñoz,6,6,8,4,0,Santiago,0.0,24,0,Hay que venir al sur,Raffaella Carrá,,España,Madrid,Madrid,F,37,Cantante
2,12,"Se me enamora el alma, de Isabel Pantoja",Ángeles Muñoz,5,6,6,7,0,María,0.0,39,5,Se me enamora el alma,Isabel Pantoja,,España,Madrid,Madrid,F,37,Cantante
2,13,"Tenía tanto que darte, de Mai Meneses (Nena Daconte)",Ángeles Muñoz,6,7,12,10,0,María,0.0,46,6,Tenía tanto que darte,Mai Meneses (Nena Daconte),,España,Madrid,Madrid,F,37,Cantante
2,14,"Barbie girl, de Lene Nystrøm (Aqua)",Ángeles Muñoz,7,7,7,7,0,Daniel,0.0,28,0,Barbie girl,Lene Nystrøm (Aqua),,España,Madrid,Madrid,F,37,Cantante
2,1,"Bailar pegados, de Sergio Dalma",Javier Herrero,7,6,4,6,0,Ángeles,0.0,35,7,Bailar pegados,Sergio Dalma,,España,Madrid,Madrid,M,52,Cantante
2,2,"Lágrimas negras, de Diego el Cigala",Javier Herrero,9,12,7,7,0,María,0.0,55,10,Lágrimas negras,Diego el Cigala,,España,Madrid,Madrid,M,52,Cantante
2,3,"Mañanas de terciopelo, de Demis Roussos",Javier Herrero,5,4,4,5,0,Arturo,0.0,22,4,Mañanas de terciopelo,Demis Roussos,,España,Madrid,Madrid,M,52,Cantante
2,4,"La flaca, de Pau Donés (Jarabe de Palo)",Javier Herrero,4,4,7,4,0,Anna,0.0,24,5,La flaca,Pau Donés (Jarabe de Palo),,España,Madrid,Madrid,M,52,Cantante
2,5,"Yo no soy esa, de Mari Trini",Javier Herrero,5,4,5,4,0,Ángeles,0.0,58,5,Yo no soy esa,Mari Trini,,España,Madrid,Madrid,M,52,Cantante
2,6,"Perdóname, de Camilo Sesto",Javier Herrero,4,5,4,4,0,Santiago,0.0,17,0,Perdóname,Camilo Sesto,,España,Madrid,Madrid,M,52,Cantante
2,7,"Killing Me Softly, de Pitingo",Javier Herrero,7,6,6,4,0,Ángeles,0.0,23,0,Killing Me Softly,Pitingo,,España,Madrid,Madrid,M,52,Cantante
2,8,"Gavilán o paloma, de Pablo Abraira",Javier Herrero,6,5,6,5,0,Santiago,0.0,31,9,Gavilán o paloma,Pablo Abraira,,España,Madrid,Madrid,M,52,Cantante
2,9,"Gwendolyne, de Julio Iglesias",Javier Herrero,4,4,4,4,0,Roko,0.0,25,5,Gwendolyne,Julio Iglesias,,España,Madrid,Madrid,M,52,Cantante
2,10,"Nada fue un error, de Coti",Javier Herrero,5,4,5,6,0,Daniel,0.0,26,6,Nada fue un error,Coti,,España,Madrid,Madrid,M,52,Cantante
2,11,"Corazón partío, de Alejandro Sanz",Javier Herrero,4,5,6,8,0,Daniel,0.0,33,0,Corazón partío,Alejandro Sanz,,España,Madrid,Madrid,M,52,Cantante
2,12,"Help, ayúdame, de Tony Ronald",Javier Herrero,4,4,5,4,0,María,0.0,31,9,"Help, ayúdame",Tony Ronald,,España,Madrid,Madrid,M,52,Cantante
2,13,"El baile de los pajaritos, de María Jesús y su acordeón",Javier Herrero,4,5,4,4,0,Arturo,0.0,29,12,El baile de los pajaritos,María Jesús y su acordeón,,España,Madrid,Madrid,M,52,Cantante
2,14,"¿Y cómo es él?, de José Luis Perales",Javier Herrero,5,5,5,5,0,Santiago,0.0,25,0,¿Y cómo es él?,José Luis Perales,,España,Madrid,Madrid,M,52,Cantante
2,1,"El bimbó, El negro no puede, El africano y La barbacoa, de Georgie Dann",María del Monte,6,4,5,5,0,Javier,0.0,35,5,"El bimbó, El negro no puede, El africano y La barbacoa",Georgie Dann,,España,Andalucía,Sevilla,F,50,Cantante
2,2,"Mi tierra, de Gloria Estefan",María del Monte,7,6,4,10,0,Anna,0.0,40,8,Mi tierra,Gloria Estefan,,España,Andalucía,Sevilla,F,50,Cantante
2,3,"Que nadie sepa mi sufrir, de María Dolores Pradera",María del Monte,12,10,10,12,0,Santiago,0.0,69,10,Que nadie sepa mi sufrir,María Dolores Pradera,,España,Andalucía,Sevilla,F,50,Cantante
2,4,"Volver, de Carlos Gardel",María del Monte,7,8,10,8,0,Arturo,0.0,45,12,Volver,Carlos Gardel,,España,Andalucía,Sevilla,F,50,Cantante
2,5,"Fumando espero, de Sara Montiel (El último cuplé)",María del Monte,12,10,10,8,0,Javier,0.0,50,10,Fumando espero,Sara Montiel (El último cuplé),,España,Andalucía,Sevilla,F,50,Cantante
2,6,"Ai Se Eu Te Pego, de Michel Teló",María del Monte,7,9,7,6,0,Arturo,0.0,34,0,Ai Se Eu Te Pego,Michel Teló,,España,Andalucía,Sevilla,F,50,Cantante
2,7,"Amor de hombre, de Amaya Uranga (Mocedades)",María del Monte,10,9,9,10,0,Ángeles,0.0,38,0,Amor de hombre,Amaya Uranga (Mocedades),,España,Andalucía,Sevilla,F,50,Cantante
2,8,"Soy rebelde y Por qué te vas, de Jeanette",María del Monte,4,4,4,7,0,Roko,0.0,24,5,Soy rebelde y Por qué te vas,Jeanette,,España,Andalucía,Sevilla,F,50,Cantante
2,9,"Canta y sé feliz, de Peret",María del Monte,10,10,12,9,0,Roko,0.0,64,8,Canta y sé feliz,Peret,,España,Andalucía,Sevilla,F,50,Cantante
