temporada,programa,cancion,artista,j1,j2,j3,j4,publico,bonus,final,total,j5
4,14,"Clocks, de Chris Martin (Coldplay)",Edu Soto,9,5.0,7,10,9,Silvia,16.0,31 (7),0
4,14,"Me muero, de Natalia Jiménez (La 5ª Estación)",Falete,4,9.0,9,9,6,Ana,14.0,31 (8),0
4,14,"Otro día más sin verte, de Jon Secada",Adrián Rodríguez,7,8.0,8,7,7,Pablo,13.0,30 (6),0
4,14,"La gallina Cocoguagua, de Ana Anguita (Enrique y Ana) (Sorpresa, Sorpresa)",El Sevilla,5,6.0,6,4,5,Pablo,10.0,24 (5),0
4,14,"Physical,de Olivia Newton-John",Vicky Larraz,6,4.0,5,8,4,Ruth,8.0,23 (4),0
4,15,"Glitter in the Air, de P!nk",Ruth Lorenzo,11,11.0,12,12,11,,22,46 (11),0
4,15,"Por debajo de la mesa, de Luis Miguel",Pablo Puyol,8,8.0,10,9,10,,19,35 (9),0
4,15,"Just a Girl, de Gwen Stefani (No Doubt)",Ana Morgade,10,9.0,8,10,8,,18,37 (10),0
4,15,"Torbellino de colores, de Lola Flores",Falete,12,12.0,11,11,6,,18,46 (12),0
4,15,"Start Me Up, de Mick Jagger (The Rolling Stones)",Edu Soto,9,5.0,5,4,12,,17,23 (5),0
4,15,"Mamá, quiero ser artista, de Concha Velasco",Silvia Abril,6,10.0,7,8,9,,17,31 (8),0
4,15,"Can't Feel My Face, de The Weeknd",Adrián Rodríguez,7,6.0,6,5,7,,13,24 (6),0
4,15,"Feo, fuerte y formal, de Loquillo (Loquillo y Trogloditas)",El Sevilla,5,7.0,9,6,5,,12,27 (7),0
4,15,"It Must Have Been Love, de Marie Fredriksson (Roxette)",Vicky Larraz,4,4.0,4,7,4,,8,19 (4),0
4,16,"Unchained Melody, de Bobby Hatfield (The Righteous Brothers)",Edu Soto,10,12.0,12,10,12,,24,44 (12),0
4,16,"Don't Cry, de Axl Rose (Guns N' Roses)",Pablo Puyol,12,11.0,11,8,11,,21,42 (10),0
4,16,"Downtown, de Petula Clark",Ana Morgade,8,8.0,8,9,10,,19,33 (9),0
4,16,"'O sole mio, de Luciano Pavarotti",Falete,11,10.0,10,11,8,,19,42 (11),0
4,16,"Dramas y comedias, de Alaska (Fangoria)",Silvia Abril,7,6.0,7,12,9,,16,32 (7),0
4,16,"La nueva y la ex, de Daddy Yankee",Adrián Rodríguez,9,9.0,9,6,7,,15,33 (8),0
4,16,"Corazón de neón, de Javier Gurruchaga (Orquesta Mondragón)",El Sevilla,6,7.0,6,7,6,,12,26 (6),0
4,16,"Hello, de Adele",Vicky Larraz,5,5.0,5,5,5,,10,20 (5),0
5,1,"I'll Be There y Who's Lovin' You, de Michael Jackson (The Jackson 5)",Beatriz Luengo,10,11.0,12,12,12,,24.0,45 (12),0
5,1,"Next to Me, de Emeli Sandé",Rosa López,7,9.0,11,7,11,,19.0,34 (8),0
5,1,"Como yo te amo, de Raphael",Blas Cantó,8,7.0,10,10,10,,19.0,35 (9),0
5,1,"Tengo miedo, de Marifé de Triana",Lorena Gómez,11,10.0,9,11,9,,19.0,41 (10),0
5,1,"Unchain My Heart, de Joe Cocker",Juan Muñoz,12,12.0,8,9,8,,19.0,41 (11),0
5,1,"Limón y sal, de Julieta Venegas",Esther Arroyo,9,8.0,7,8,7,,14.0,32 (7),0
5,1,"Mediterráneo, de Carlos Segarra (Los Rebeldes)",Canco Rodríguez,6,6.0,6,6,6,,12.0,24 (6),0
5,1,"Picky, de Joey Montana",David Guapo,4,4.0,4,5,5,,9.0,17 (4),0
5,1,"El ritmo de la noche, de María Chica Sánchez (Mystic)",Yolanda Ramos,5,5.0,5,4,4,,9.0,24 (5),0
5,2,"Sax, de Fleur East",Lorena Gómez,12,12.0,12,11,12,,24.0,47 (12),0
5,2,"Venecia sin ti, de Dyango (Training VIP)",Juan Muñoz,11,11.0,11,12,11,,22.0,45 (11),0
5,2,"Greased Lightning , de John Travolta (Grease)",Blas Cantó,10,10.0,10,10,10,,20.0,40 (10),0
5,2,"La vie en rose, de Grace Jones",Esther Arroyo,8,8.0,8,8,9,,17.0,32 (8),0
5,2,"I'm a Slave 4 U, de Britney Spears",Beatriz Luengo,9,9.0,9,9,8,,17.0,36 (9),0
5,2,"Corazón contento, de Marisol",Rosa López,6,7.0,7,7,7,,14.0,27 (7),0
5,2,"Soy lo que me das, de Chenoa",Canco Rodríguez,7,6.0,6,6,6,,12.0,25 (6),0
5,2,"Hymn for the Weekend, de Chris Martin (Coldplay)",David Guapo,4,5.0,4,4,5,,9.0,17 (4),0
5,2,"Un pueblo es, María Ostiz",Yolanda Ramos,5,4.0,5,5,4,,9.0,19 (5),0
5,3,"Can't Stop the Feeling!, de Justin Timberlake",Blas Cantó,12,12.0,11,11,12,,24.0,46 (12),0
5,3,"La casa por el tejado, de Fito Cabrales (Fito y los Fitipaldis)",Juan Muñoz,10,10.0,8,9,11,,21.0,37 (10),0
5,3,"No, de Meghan Trainor",Rosa López,11,11.0,10,12,9,,20.0,44 (11),0
5,3,"Always , de Jon Bon Jovi (Bon Jovi)",Lorena Gómez,9,7.0,7,8,8,,17.0,31 (9),0
5,3,"Diles, de Malú",Beatriz Luengo,7,8.0,9,6,10,,16.0,30 (6),0
5,3,"Pippi Calzaslargas, de Pippi Långstrump (Pipi Calzaslargas)",Yolanda Ramos,4,4.0,12,10,7,,15.0,30 (8),0
5,3,"Don't get me wrong, de Chrissie Hynde (The Pretenders)",Esther Arroyo,8,9.0,6,7,6,,13.0,30 (7),0
5,3,"Juanita Banana, de Luis Aguilé",Canco Rodríguez,5,6.0,5,5,5,,10.0,21 (5),0
5,3,"Cómo te atreves, de Juan Pablo Isaza (Morat) (Original y copia)",David Guapo,6,5.0,4,4,4,,8.0,19 (4),0
5,4,"Sola, de Diana Navarro (Training VIP)",Blas Cantó,12,12.0,12,12,12,,24.0,48 (12),0
5,4,"GoldenEye, de Tina Turner",Rosa López,6,11.0,10,6,10,,20.0,33 (10),0
5,4,"Just a Gigolo y I Ain't Got Nobody, de Louis Prima",Juan Muñoz,11,10.0,11,8,9,,20.0,40 (11),0
5,4,"If I Ain't Got You , de Alicia Keys con Las Supremas de Móstoles como coristas",Beatriz Luengo,8,7.0,9,7,11,,19.0,31 (8),0
5,4,"La salchipapa, de Leticia Sabater",Yolanda Ramos,10,6.0,7,10,7,,16.0,33 (9),0
5,4,"La chica de ayer, de Antonio Vega (Nacha Pop)",Canco Rodríguez,5,9.0,5,11,8,,15.0,30 (7),0
5,4,"Ven sin temor, de Bruno Lomas con Las Supremas de Móstoles como coristas",David Guapo,7,8.0,6,9,6,,12.0,30 (6),0
5,4,"Domino , de Jessie J",Lorena Gómez,9,5.0,8,5,5,,10.0,27 (5),0
5,4,"Perfect, de Eddi Reader (Fairground Attraction)",Esther Arroyo,4,4.0,4,4,4,,8.0,16 (4),0
5,5,"90 minutos, de India Martínez (Training VIP)",Lorena Gómez,12,12.0,12,12,12,,24.0,48 (12),0
5,5,"Stay With Me, de Sam Smith",Blas Cantó,9,10.0,10,6,10,,20.0,35 (10),0
5,5,"All That Jazz, de Catherine Zeta-Jones (Chicago)",Beatriz Luengo,11,11.0,11,9,9,,20.0,42 (11),0
5,5,"Frozen, de Madonna",Rosa López,5,5.0,7,8,11,,17.0,25 (6),0
5,5,"Pon una cinta en el viejo roble, de Helena Bianco (Los Mismos)",Esther Arroyo,8,8.0,9,10,8,,17.0,35 (9),0
5,5,"Adiós, papá, de Coque Malla (Los Ronaldos)",David Guapo,10,9.0,8,7,7,,15.0,34 (8),0
5,5,"Hola, mi amor, de Junco",Yolanda Ramos,7,6.0,5,11,4,,11.0,29 (7),0
5,5,"It's A Heartache, de Bonnie Tyler",Juan Muñoz,6,4.0,4,4,6,,10.0,18 (4),0
5,5,"Come As You Are, de Kurt Cobain (Nirvana)",Canco Rodríguez,4,7.0,6,5,5,,10.0,22 (5),0
5,6,"Friday I'm in Love, de Robert Smith (The Cure)",Canco Rodríguez,12,12.0,12,12,10,,22.0,48 (12),0
5,6,"Livin' la vida loca, de Ricky Martin",Blas Cantó,9,10.0,10,9,12,,22.0,38 (10),0
5,6,"Marinero de luces, de Isabel Pantoja",Beatriz Luengo,8,9.0,9,11,11,,20.0,37 (9),0
5,6,"Amor a la mexicana, de Thalía",Rosa López,11,11.0,11,10,9,,20.0,43 (11),0
5,6,"La bicicleta, de Shakira con Xuso Jones como Carlos Vives (Trae un amigo)",Lorena Gómez,10,8.0,7,6,8,,16.0,31 (8),0
5,6,"Angie, de Mick Jagger (The Rolling Stones)",Esther Arroyo,6,6.0,6,8,7,,14.0,26 (7),0
5,6,"Big Spender, de Norma Duval",Yolanda Ramos,5,7.0,8,5,6,,12.0,25 (6),0
5,6,"Walk of Life, de Mark Knopfler (Dire Straits)",David Guapo,7,5.0,5,7,5,,10.0,24 (5),0
5,6,"El muerto vivo, de Peret",Juan Muñoz,4,4.0,4,4,4,,8.0,16 (4),0
5,7,"Crazy, de Patsy Cline",Esther Arroyo,9,11.0,10,11,12,,23.0,41 (11),0
5,7,"Qué voy a hacer con mi amor, de Alejandro Fernández",Blas Cantó,11,9.0,11,10,11,,21.0,41 (10),0
5,7,"Cheap Thrills, de Sia",Beatriz Luengo,12,12.0,12,12,9,,21.0,48 (12),0
5,7,"El progreso, de Roberto Carlos",Juan Muñoz,10,10.0,9,9,10,,19.0,38 (9),0
5,7,"When We Were Young, de Adele",Lorena Gómez,7,7.0,7,6,8,,14.0,27 (6),0
5,7,"Trololo, de  Eduard Khill",Canco Rodríguez,8,8.0,5,7,7,,14.0,28 (7),0
5,7,"Maman, maman, de Jean Jacques",Yolanda Ramos,6,6.0,8,8,5,,13.0,28 (8),0
5,7,"Dancing Queen, de Anni-Frid Lyngstad con Verónica Romero como Agnetha Fältskog (ABBA) (Trae un amigo)",Rosa López,5,4.0,6,4,6,,11.0,19 (5),0
5,7,"Duro de pelar, de Rebeca",David Guapo,4,5.0,4,5,4,,8.0,18 (4),0
5,8,"Believe, de Cher",Blas Cantó,12,11.0,10,12,12,,24.0,45 (12),0
5,8,"Bad Girls, de Donna Summer con Las Supremas de Móstoles como coristas",Rosa López,8,8.0,8,8,11,,19.0,32 (8),0
5,8,"Fue un placer conocerte, de Rocío Dúrcal",Lorena Gómez,11,10.0,11,11,9,,19.0,43 (10),0
5,8,"Memory, de Barbra Streisand",Beatriz Luengo,9,7.0,7,6,10,,17.0,29 (7),0
5,8,"Poupée de cire, poupée de son, de France Gall",Esther Arroyo,7,9.0,9,9,7,,16.0,34 (9),0
5,8,"Pa Madrid, de El Barrio",Juan Muñoz,10,12.0,12,10,4,,15.0,44 (11),0
5,8,"Duele el corazón, de Enrique Iglesias",David Guapo,5,5.0,6,5,8,,13.0,21 (5),0
5,8,"Madre Tierra, de Chayanne",Canco Rodríguez,6,6.0,5,7,5,,11.0,24 (6),0
5,8,"Piece of my heart, de Janis Joplin con Las Supremas de Móstoles como coristas",Yolanda Ramos,4,4.0,4,4,6,,10.0,16 (4),0
5,9,"Devuélveme la vida, de Antonio Orozco",Canco Rodríguez,12,10.0,10,12,12,,24.0,44 (12),0
5,9,"Feeling Good, de Michael Bublé",Blas Cantó,10,11.0,9,11,11,,22.0,41 (11),0
5,9,"New York, New York, de Liza Minnelli con Pablo Puyol como Frank Sinatra (Trae un amigo)",Beatriz Luengo,9,12.0,8,10,10,,19.0,39 (9),0
5,9,"Me duele la cara de ser tan guapo, de Alfonso Aguado (Los Inhumanos)",David Guapo,11,8.0,12,8,8,,18.0,39 (10),0
5,9,"Te quiero, te quiero, de Carmen Sevilla",Rosa López,7,9.0,11,9,9,,17.0,36 (8),0
5,9,"Stronger (What Doesn't Kill You), de Kelly Clarkson",Lorena Gómez,8,7.0,7,7,6,,13.0,29 (7),0
5,9,"Smooth Operator, de Sade Adu (Sade)",Esther Arroyo,6,5.0,5,6,7,,12.0,22 (5),0
5,9,"In the summertime, de Ray Dorset (Mungo Jerry)",Juan Muñoz,5,6.0,6,5,5,,11.0,22 (6),0
5,9,"Fever, de Peggy Lee",Yolanda Ramos,4,4.0,4,4,4,,8.0,16 (4),0
5,10,"S.O.S, de Falete (Training VIP)",Blas Cantó,12,12.0,12,12,12,,24.0,48 (12),0
5,10,"Cuando nadie me ve, de Niña Pastori",Lorena Gómez,10,11.0,10,11,11,,21.0,42 (10),0
5,10,"Focus, de Ariana Grande",Beatriz Luengo,11,10.0,11,10,10,,21.0,42 (11),0
5,10,"Stars, de Mick Hucknall (Simply Red)",Rosa López,8,6.0,9,7,9,,17.0,30 (8),0
5,10,"Singin' in the Rain, de Gene Kelly (Cantando bajo la lluvia)",Canco Rodríguez,9,9.0,7,9,8,,17.0,34 (9),0
5,10,"A puro dolor, de Ángel López (Son by Four)",David Guapo,5,5.0,6,8,7,,13.0,24 (6),0
5,10,"Échale guindas al pavo, de Rosa Morena",Esther Arroyo,7,8.0,8,6,5,,12.0,29 (7),0
5,10,"Soy un gnomo, de David el gnomo (David el Gnomo)",Yolanda Ramos,4,4.0,4,4,6,,10.0,16 (4),0
5,10,"Tren de largo recorrido, de Rafa Sánchez (La Unión)",Juan Muñoz,6,7.0,5,5,4,,9.0,23 (5),0
5,11,"Sin saber por qué, de Vanesa Martín (Training VIP)",Rosa López,11,10.0,12,11,12,,24.0,44 (12),0
5,11,"La Bohème, de Charles Aznavour",Blas Cantó,9,11.0,11,12,11,,22.0,43 (11),0
5,11,"Un-Break My Heart, de Toni Braxton",Beatriz Luengo,8,12.0,10,8,10,,20.0,38 (10),0
5,11,"Bette Davis Eyes, de Kim Carnes",Esther Arroyo,6,7.0,8,6,9,,15.0,27 (6),0
5,11,"Lucía, de David Bisbal",Lorena Gómez,7,9.0,9,7,8,,15.0,32 (7),0
5,11,"Cuando zarpa el amor, de Dionisio Martín con Carlos Marco como Ángeles Muñoz (Camela) (Trae un amigo)",Yolanda Ramos,12,6.0,6,9,7,,15.0,33 (8),0
5,11,"I'm Yours, de Jason Mraz",David Guapo,10,8.0,7,10,5,,14.0,35 (9),0
5,11,"Banana Boat Song, de Harry Belafonte",Juan Muñoz,5,5.0,5,5,6,,11.0,20 (5),0
5,11,"Me enamora, de Juanes",Canco Rodríguez,4,4.0,4,4,4,,8.0,16 (4),0
5,12,"Get Lucky, de Pharrell Williams y Daft Punk",Canco Rodríguez,6,10.0,10,10,12,,22.0,36 (10),0
5,12,"No me importa nada, de Luz Casal",Rosa López,12,12.0,12,11,10,,22.0,47 (12),0
5,12,"Purple Rain, de Prince con Roko como Beyoncé (Trae un amigo)",Blas Cantó,11,8.0,11,6,11,,20.0,36 (9),0
5,12,"One Moment in Time, de Whitney Houston",Lorena Gómez,8,11.0,9,12,9,,20.0,40 (11),0
5,12,Contigo en la distancia de Christina Aguilera,Beatriz Luengo,7,7.0,8,9,8,,15.0,31 (7),0
5,12,"Arriba los corazones, de Antonio Flores",Juan Muñoz,10,9.0,6,7,6,,14.0,32 (8),0
5,12,"Do You Really Want to Hurt Me, de Boy George (Culture Club)",Esther Arroyo,9,6.0,7,8,7,,13.0,30 (6),0
5,12,"¿Quién maneja mi barca?, de Remedios Amaya",Yolanda Ramos,4,4.0,4,5,5,,9.0,17 (4),0
5,12,"Sofía, de Álvaro Soler (Original y Copia)",David Guapo,5,5.0,5,4,4,,9.0,19 (5),0
5,13,"Work, de Rihanna con Yotuel como Drake (Trae un amigo)",Beatriz Luengo,11,11.0,11,9,11,,22.0,42 (11),0
5,13,"Una vez más, de David Otero (Original y copia)",David Guapo,12,12.0,12,12,9,,21.0,48 (12),0
5,13,"La mala costumbre, de Pastora Soler",Lorena Gómez,10,9.0,10,11,10,,20.0,40 (10),0
5,13,Ave María de Andrea Bocelli,Blas Cantó,7,6.0,7,5,12,,17.0,25 (5),0
5,13,"Moving, de Macaco",Canco Rodríguez,6,7.0,8,7,8,,16.0,28 (8),0
5,13,"Killing Me Softly with His Song, de Lauryn Hill (The Fugees)",Esther Arroyo,8,5.0,6,8,7,,14.0,27 (7),0
5,13,"Pump Up the Jam, de Ya Kid K (Technotronic)",Rosa López,9,8.0,9,10,5,,14.0,36 (9),0
5,13,"Ça plane pour moi, de Plastic Bertrand",Yolanda Ramos,4,10.0,5,6,6,,12.0,25 (6),0
5,13,"Por una cabeza, de Carlos Gardel",Juan Muñoz,5,4.0,4,4,4,,8.0,17 (4),0
5,14,Somebody to Love de Freddie Mercury (Queen),Blas Cantó,11,11.0,12,12,12,,23.0,46 (11),0
5,14,"Hit the Road, Jack, de Ray Charles con Sweet California como The Raelettes (Trae un amigo)",Canco Rodríguez,8,10.0,10,9,10,,20.0,37 (10),0
5,14,"Come, de Jain",Rosa López,7,8.0,8,10,11,,19.0,33 (8),0
5,14,"Ocupen su localidad y Hoy puede ser un gran día, de Serrat y Sabina (Dos en uno)",Juan Muñoz,12,12.0,11,11,7,,19.0,46 (12),0
5,14,"If You Had My Love y Get Right, de Jennifer Lopez",Lorena Gómez,10,9.0,7,8,8,,17.0,34 (9),0
5,14,"Volver, de Estrella Morente",Beatriz Luengo,5,5.0,9,7,9,,16.0,26 (7),0
5,14,"Two little girls from Little Rock, de Jane Russell con Silvia Abril como Marilyn Monroe (Los caballeros las prefieren rubias) (Trae un amigo)",Esther Arroyo,6,7.0,6,6,6,,11.0,25 (5),0
5,14,"Sweet Home Alabama, de Lynyrd Skynyrd",David Guapo,9,6.0,5,5,5,,11.0,25 (6),0
5,14,"Suspiros de España, de Estrellita Castro",Yolanda Ramos,4,4.0,4,4,4,,8.0,16 (4),0
5,15,"80 veces, de Rozalén (Training Vip)",Esther Arroyo,11,12.0,12,12,10,,22.0,47 (12),0
5,15,"No dejes de soñar, de Manuel Carrasco",Canco Rodríguez,7,7.0,7,11,12,,20.0,32 (8),0
5,15,"Hallelujah, de Jennifer Hudson",Beatriz Luengo,9,9.0,9,10,11,,20.0,37 (9),0
5,15,"Libre, de Nino Bravo",Blas Cantó,10,10.0,10,9,9,,19.0,39 (10),0
5,15,"Can't Take My Eyes Off You, de Gloria Gaynor",Lorena Gómez,12,11.0,11,7,8,,19.0,41 (11),0
5,15,"Blank Space, de Taylor Swift",Rosa López,6,8.0,8,8,7,,14.0,30 (7),0
5,15,"La yenka, de Enrique y Ana (Dos en uno)",Yolanda Ramos,4,4.0,6,6,6,,11.0,20 (5),0
5,15,"Cuéntame un cuento, de Jesús Cifuentes (Celtas Cortos)",David Guapo,8,6.0,4,4,4,,10.0,22 (6),0
5,15,"El mundo, de Jimmy Fontana",Juan Muñoz,5,5.0,5,5,5,,9.0,20 (4),0
5,16,"Left Outside Alone, de Anastacia",Blas Cantó,12,12.0,12,12,12,,24.0,48 (12),0
5,16,Million Reasons de Lady Gaga,Beatriz Luengo,11,11.0,10,11,10,,21.0,43 (11),0
5,16,"El Pichi, de Sara Montiel",Rosa López,7,6.0,9,10,11,,20.0,32 (9),0
5,16,"The Show Must Go On, de Céline Dion",Lorena Gómez,10,10.0,11,8,9,,19.0,39 (10),0
5,16,"Cien gaviotas, de Mikel Erentxun (Duncan Dhu)",David Guapo,9,5.0,5,9,6,,14.0,28 (8),0
5,16,"Kung Fu Fighting, de Carl Douglas",Yolanda Ramos,4,4.0,4,4,8,,12.0,16 (4),0
5,16,"Cuando los ángeles lloran, de Fernando Olvera (Maná) con Adrián Lastra como Miguel Ríos (Trae un amigo)",Canco Rodríguez,5,8.0,7,7,7,,12.0,27 (5),0
5,16,"El hombre del piano, de Ana Belén",Esther Arroyo,8,7.0,8,5,5,,12.0,28 (7),0
5,16,I'm a Believer de Steven Harwell (Smash Mouth),Juan Muñoz,6,9.0,6,6,4,,10.0,27 (6),0
5,17,"My Way, de Shirley Bassey",Lorena Gómez,12,12.0,12,11,11,,23.0,47 (12),0
5,17,Run the World (Girls) de Beyoncé,Beatriz Luengo,8,10.0,10,8,10,,20.0,36 (10),0
5,17,"Infinito, de Enrique Bunbury",Canco Rodríguez,11,11.0,8,10,9,,20.0,40 (11),0
5,17,"Oye, de Gloria Estefan",Rosa López,6,7.0,9,6,12,,18.0,28 (6),0
5,17,"Dora la exploradora, de Dora la Exploradora (Dora la Exploradora)",Yolanda Ramos,5,6.0,11,12,8,,17.0,34 (9),0
5,17,"Smile, de Judy Garland",Esther Arroyo,9,9.0,7,9,7,,15.0,34 (8),0
5,17,"Folsom Prison Blues, de Johnny Cash",David Guapo,10,8.0,6,7,6,,13.0,31 (7),0
5,17,Woman de John Lennon,Juan Muñoz,7,5.0,5,5,5,,10.0,22 (5),0
6,1,"Lo haré por ti, de Paulina Rubio",Pepa Aniorte,12,10.0,8,11,11,,23.0,41 (12),0
6,1,"Angels, de Robbie Williams",Miquel Fernández,7,9.0,10,10,12,,20.0,36 (8),0
6,1,"Sevilla, de Miguel Bosé",Fran Dieli,11,11.0,12,6,9,,20.0,40 (11),0
6,1,"When Love Takes Over, de Kelly Rowland",Diana Navarro,8,12.0,9,9,10,,19.0,38 (9),0
6,1,"Malibu, de Miley Cyrus",Lucía Gil,9,8.0,11,12,8,,18.0,40 (10),0
6,1,"Mi gente, de J Balvin",David Amor,4,5.0,4,7,7,,12.0,20 (5),0
6,1,"That Don't Impress Me Much, de Shania Twain",Lucía Jiménez,6,6.0,7,5,6,,12.0,24 (6),0
6,1,"El brujito de Gulubú, de Rosa León",Raúl Pérez,10,7.0,6,8,5,,12.0,31 (7),0
6,1,"Pepa Bandera, de Encarnita Polo",La Terremoto de Alcorcón,5,4.0,5,4,4,,8.0,18 (4),0
6,2,"Kiss, de Prince",Fran Dieli,12,12.0,12,7,12,,23.0,43 (11),0
6,2,"Parole parole, de Mina con Luis Larrodera como Alberto Lupo (Trae un amigo)",Diana Navarro,11,11.0,11,11,11,,23.0,44 (12),0
6,2,"Cómo hablar, de Eva Amaral (Amaral)",Lucía Jiménez,9,10.0,8,10,10,,19.0,37 (9),0
6,2,"Attention, de Charlie Puth",Miquel Fernández,10,9.0,10,12,8,,18.0,41 (10),0
6,2,"Our House, de Suggs (Madness)",Raúl Pérez,8,7.0,7,9,9,,17.0,31 (8),0
6,2,"Tengo 17 años, de Rocío Dúrcal",Lucía Gil,7,6.0,5,5,7,,13.0,23 (6),0
6,2,"Killing Me Softly with His Song, de Roberta Flack",Pepa Aniorte,5,8.0,9,8,5,,12.0,30 (7),0
6,2,"Xanadu, de Olivia Newton-John (Xanadu)",La Terremoto de Alcorcón,6,5.0,6,6,6,,11.0,23 (5),0
6,2,"Desde que estamos juntos, de Melendi",David Amor,4,4.0,4,4,4,,8.0,16 (4),0
6,3,"Think, de Aretha Franklin",Diana Navarro,12,12.0,12,11,12,,24.0,47 (12),0
6,3,"Tell Him, de Céline Dion y Barbra Streisand (Dos en uno)",Miquel Fernández,8,11.0,11,12,11,,22.0,42 (11),0
6,3,"La chica del 17, de Lina Morgan",La Terremoto de Alcorcón,11,7.0,7,9,7,,16.0,34 (9),0
6,3,"Maggie, despierta, de Carlos Tarque (M-Clan)",Raúl Pérez,9,9.0,9,8,6,,16.0,35 (10),0
6,3,"Take me to Church, de Hozier",Fran Dieli,5,8.0,8,5,10,,15.0,26 (5),0
6,3,"Mayores, de Becky G",Lucía Gil,6,5.0,5,10,9,,15.0,26 (6),0
6,3,"Ella, de Bebe",Pepa Aniorte,10,6.0,6,6,8,,15.0,28 (7),0
6,3,"Chained to the Rhythm, de Katy Perry",Lucía Jiménez,7,10.0,10,7,5,,13.0,34 (8),0
6,3,"Baby Don't Forget my Number y Girl You Know It's True, de Fab Morvan con David Fernández como Rob Pilatus (Milli Vanilli)",David Amor,4,4.0,4,4,4,,8.0,16 (4),0
6,4,"Amar pelos dois, de Salvador Sobral",Miquel Fernández,12,12.0,12,12,12,,24.0,48 (12),0
6,4,"Candyman, de Christina Aguilera",Lucía Gil,11,11.0,11,11,11,,22.0,44 (11),0
6,4,"Time After Time, de Cyndi Lauper",Lucía Jiménez,10,10.0,10,9,10,,20.0,39 (10),0
6,4,"Cómo hemos cambiado, de Sole Giménez (Presuntos Implicados) (Training Vip)",Pepa Aniorte,9,9.0,7,5,9,,16.0,30 (7),0
6,4,"El 7 de septiembre, de Ana Torroja (Mecano)",Diana Navarro,8,8.0,9,6,8,,16.0,31 (8),0
6,4,"Crazy, de Cee Lo Green (Gnarls Barkley)",Fran Dieli,7,6.0,8,10,7,,16.0,31 (9),0
6,4,"I'm Too Sexy, de Richard Fairbrass (Right Said Fred)",David Amor,4,7.0,6,7,6,,12.0,24 (6),0
6,4,"Carita de buena, de Iván Torres (Efecto Pasillo) (Original y copia)",Raúl Pérez,6,5.0,5,4,5,,9.0,20 (4),0
6,4,"1+1=2 enamorados, de Luis Miguel",La Terremoto de Alcorcón,5,4.0,4,8,4,,9.0,21 (5),0
6,5,"Digan lo que digan, de Raphael",Raúl Pérez,12,12.0,12,11,12,,24.0,47 (12),0
6,5,"What About Us, de Pink",Lucía Gil,11,11.0,11,12,10,,21.0,45 (11),0
6,5,"Terriblemente cruel, de Leiva",Lucía Jiménez,9,9.0,10,10,9,,19.0,38 (10),0
6,5,"Titanium, de Sia",Diana Navarro,7,6.0,6,6,11,,17.0,25 (6),0
6,5,"Celebration, de James ""J.T."" Taylor (Kool & The Gang)",Miquel Fernández,8,10.0,9,7,8,,17.0,34 (9),0
6,5,"Send My Love (To Your New Lover), de Adele",Fran Dieli,6,8.0,7,9,7,,14.0,30 (7),0
6,5,"Yo tenía un novio (que tocaba en un conjunto beat), de Rubi (Rubi y Los Casinos)",Pepa Aniorte,10,7.0,8,8,6,,14.0,33 (8),0
6,5,"D'Artacán y los tres mosqueperros, de D'Artacán (D'Artacán y los tres mosqueperros)",David Amor,5,5.0,5,5,5,,10.0,20 (5),0
6,5,"Can't Remember to Forget You, de Shakira con Silvia Abril como Rihanna (Trae un amigo)",La Terremoto de Alcorcón,4,4.0,4,4,4,,8.0,16 (4),0
6,6,"Por fin, de Pablo Alborán",Fran Dieli,8,10.0,9,11,12,,22.0,38 (10),0
6,6,"Yo no te pido la luna, de Daniela Romo",Pepa Aniorte,10,9.0,11,10,11,,22.0,40 (11),0
6,6,"Papi chulo... te traigo el mmmm, de Lorna",La Terremoto de Alcorcón,12,12.0,12,12,10,,22.0,48 (12),0
6,6,"Baby, Can I Hold You, de Tracy Chapman",Lucía Jiménez,9,11.0,8,9,9,,18.0,37 (9),0
6,6,"Viva la Vida, de Chris Martin (Coldplay)",Raúl Pérez,6,8.0,10,7,6,,14.0,31 (8),0
6,6,"Pájaros de barro, de Manolo García",Miquel Fernández,7,5.0,6,5,8,,13.0,23 (5),0
6,6,"Mambo No. 5, de Lou Bega",David Amor,11,6.0,5,6,5,,12.0,28 (7),0
6,6,"In your bed, de Blas Cantó (Original y copia)",Diana Navarro,4,4.0,4,4,7,,11.0,16 (4),0
6,6,"Algo contigo, de Rosario Flores",Lucía Gil,5,7.0,7,8,4,,10.0,27 (6),0
6,7,"I Still Haven't Found What I'm Looking For, de Bono (U2)",Miquel Fernández,11,11.0,11,11,12,,23.0,44 (11),0
6,7,"Las ocho y diez, de Conchita (Original y copia)",Lucía Gil,12,12.0,12,12,10,,22.0,48 (12),0
6,7,"Casta Diva, de Maria Callas",Diana Navarro,4,8.0,10,8,11,,18.0,30 (7),0
6,7,"El morrongo, de Marujita Díaz",La Terremoto de Alcorcón,10,7.0,8,7,8,,17.0,32 (9),0
6,7,"Casatshock, de Georgie Dann",Raúl Pérez,9,5.0,7,10,7,,15.0,31 (8),0
6,7,"If I'm Lucky, de Jason Derulo",Fran Dieli,7,9.0,9,9,5,,15.0,34 (10),0
6,7,"Dile que la quiero, de David Civera (Training Vip)",Pepa Aniorte,5,6.0,5,5,9,,14.0,21 (5),0
